Biography,Category,Spacy_NER,Stanza_NER
"Carme Ruscalleda i Serra (Catalan pronunciation: [ˈkaɾmə ruskəˈʎɛðə], born in 1952) is the renowned Spanish chef of the restaurant Sant Pau in Sant Pol de Mar, near Barcelona, Catalonia, Spain. She also owns and manages the restaurant Sant Pau de Tòquio in Japan. Ruscalleda was raised in a family of farmers and began cooking as a girl. She studied Charcuterie technics, as well as Commerce, and after marrying a grocery owner, Toni Balam in 1975, the couple opened restaurant Sant Pau in 1988. In 1991 it obtained its first Michelin Guide star and in 2006 obtained its third Michelin star. Today her restaurants have seven Michelin stars in total: three in her restaurant in Catalonia and two for the Sant Pau in Tokyo, and two for Moments Restaurant in the Mandarin Oriental Barcelona (opened 2016), making her the world's only seven-Michelin-starred female chef. The restaurant in Sant Pol de Mar also obtained the maximum three suns of the in 1999. Her cuisine is strongly based on Catalan tradition though open to world influences, and focuses on quality and seasonal products. She often relates the dishes served to a leitmotif explained in the menu, creating a sort of literary concept. Since 2000, she has published numerous books on Mediterranean cuisine, with an emphasis on modern, easy, quick and tasty meals; including recipes adapted to non-professional kitchens. The most celebrated is Cuinar per ser feliç (2001), Cooking to be happy. In English she has published Carme Ruscalleda's Mediterranean cuisine (2007), Salsa Books Editions. She is currently overseeing her restaurants and the head chef at the Moments restaurant at the Mandarin Oriental in Barcelona is now the 2 stars Michelin chef, Raül Balam.",Chefs,"[('Scott Edward Parazynski', 'PERSON'), ('July 28, 1961', 'DATE'), ('Little Rock', 'GPE'), ('Arkansas', 'GPE'), ('American', 'NORP'), ('NASA', 'ORG'), ('five', 'CARDINAL'), ('seven', 'CARDINAL'), ('Parazynski', 'ORG'), ('October', 'DATE'), ('2007', 'DATE'), ('May 2016', 'DATE'), ('the United States', 'GPE'), ('NASA', 'ORG'), ('March 2009', 'DATE'), ('first', 'ORDINAL'), ('Mount Everest', 'LOC'), ('Earth', 'LOC')]","[('Scott Edward Parazynski', 'PERSON'), ('July 28 , 1961', 'DATE'), ('Little Rock', 'GPE'), ('Arkansas', 'GPE'), ('American', 'NORP'), ('NASA', 'ORG'), ('five', 'CARDINAL'), ('Space Shuttle', 'PRODUCT'), ('seven', 'CARDINAL'), ('Parazynski', 'PERSON'), ('October , 2007', 'DATE'), ('May 2016', 'DATE'), ('the United States Astronaut Hall of Fame', 'ORG'), ('NASA', 'ORG'), ('March 2009', 'DATE'), ('first', 'ORDINAL'), ('Mount Everest', 'LOC'), ('Earth', 'LOC')]"
"Carrie Nahabedian (born July 22, 1958) is an American chef best known for her work at the one Michelin star restaurant NAHA in Chicago, Illinois. She has previously worked in a variety of restaurants, and while at NAHA, she won a James Beard Foundation Award in 2008.",Chefs,"[('Roy Fares', 'PERSON'), ('16 September 1984', 'DATE'), ('Lebanese', 'NORP'), ('Swedish', 'NORP')]","[('Roy Fares', 'PERSON'), ('16 September 1984', 'DATE'), ('Lebanese', 'NORP'), ('Swedish', 'NORP')]"
"Carson Gulley (June 9, 1897 – November 2, 1962) was head chef at the University of Wisconsin–Madison from 1926 to 1954. He is known in part for popularizing a recipe for fudge-bottom pie that is still served on campus today. The refectory where he once served as head chef is now known as Carson Gulley Commons. It was the first university building at the University of Wisconsin–Madison to be named after an African American. Gulley was also a local pioneer in television and radio cooking programming. From 1953 to 1962, Gulley had his own weekly cooking show, called ""What's Cooking"", on local television station WMTV. Also, in 1953, he hosted a twice-weekly local radio cooking program, called ""WIBA Cooking School of the Air"", and each month compiled the program's recipes in booklets that listeners could request by mail. He and his wife Beatrice were the first African American couple to host their own television show in Wisconsin in the 1950s. He led the Madison branch of the NAACP. Having failed for many years to buy a house in Madison, he made an emotional appeal to the Madison City Council's Committee on Human Rights. This in part led to the City Council passing a Fair Housing Ordinance. He published his first book Seasoning Secrets: Herbs and Spices in 1949 at the suggestion of George Washington Carver.",Chefs,"[('Jordi Cruz Mas', 'PERSON'), ('June 29, 1978', 'DATE'), ('Manresa', 'GPE'), ('Barcelona', 'GPE'), ('Spanish', 'NORP'), ('Spain', 'GPE'), ('Barcelona', 'GPE')]","[('Jordi Cruz Mas', 'PERSON'), ('June 29 , 1978', 'DATE'), ('Manresa , Barcelona', 'GPE'), ('Spanish', 'NORP'), ('one', 'CARDINAL'), ('Spain', 'GPE'), ('ABaC', 'ORG'), ('Barcelona', 'GPE')]"
"Catherine Ann Cora is an American professional chef, television personality, business person, and cookbook author. She is best known for her featured role as an ""Iron Chef"" on Iron Chef America and as co-host of Around the World in 80 Plates.",Chefs,"[('Rosemary Jacqueline Shrager', 'PERSON'), ('Worlledge', 'ORG'), ('21 January 1951', 'DATE'), ('British', 'NORP'), ('Ladette', 'PERSON'), ('Soapstar Superchef', 'ORG'), ('Rosemary Shrager', 'PERSON'), ('Soapstar Superchef', 'PRODUCT'), ('Jean-Christophe Novelli', 'PERSON'), ('third', 'ORDINAL'), ('John Worlledge', 'PERSON'), ('June Rosemary', 'PERSON'), ('Davis', 'PERSON'), ('Shrager', 'PERSON'), ('Northwich School of Art and Design', 'ORG'), ('Michael Shrager', 'PERSON'), ('21', 'DATE'), ('two', 'CARDINAL')]","[('Rosemary Jacqueline Shrager', 'PERSON'), ('Worlledge', 'PERSON'), ('21 January 1951', 'DATE'), ('British', 'NORP'), ('Ladette to Lady', 'WORK_OF_ART'), ('Soapstar Superchef', 'ORG'), (""I 'm A Celebrity"", 'WORK_OF_ART'), ('Kitchen Showdown', 'WORK_OF_ART'), ('Rosemary Shrager', 'PERSON'), ('Shrager', 'PERSON'), ('Soapstar Superchef', 'ORG'), ('Jean - Christophe Novelli', 'PERSON'), ('third', 'ORDINAL'), ('John Worlledge', 'PERSON'), ('June Rosemary Twentyman Davis', 'PERSON'), ('Shrager', 'PERSON'), ('Northwich School of Art and Design', 'ORG'), ('Heatherley School of Fine Art', 'ORG'), ('Michael Shrager', 'PERSON'), ('21', 'DATE'), ('two', 'CARDINAL')]"
"Beau MacMillan is an American chef and television personality. He is the executive chef for Sanctuary on Camelback Mountain, an upscale resort in Arizona, and its featured restaurant, elements. He is also known by his nickname, ""BeauMac.""",Chefs,"[('Brian Duffy', 'PERSON'), ('June 20, 1953', 'DATE'), ('Boston', 'GPE'), ('Massachusetts', 'GPE'), ('U.S. Air Force', 'ORG'), ('NASA', 'ORG'), ('four', 'CARDINAL')]","[('Brian Duffy', 'PERSON'), ('June 20 , 1953', 'DATE'), ('Boston', 'GPE'), ('Massachusetts', 'GPE'), ('U.S. Air Force', 'ORG'), ('NASA', 'ORG'), ('four', 'CARDINAL'), ('Space Shuttle', 'PRODUCT')]"
"Priscilla Martel is an American chef and restaurateur. She is notable for desserts, baking, pastries and fireplace-cooked meals, but her primary area of expertise, according to Martha Stewart, is cooking with almonds. Martel's recipes have appeared in the magazine Food & Wine, and she is a contributing writer at Flavor and the Menu magazine. She teaches students of the culinary arts, and uses textbooks she has written (both physical and digital) to do so.",Chefs,"[('Brian James Turner CBE', 'PERSON'), ('7 May 1946', 'DATE'), ('British', 'NORP'), ('London', 'GPE'), ('BBC2', 'ORG'), ('Ready Steady Cook', 'PERSON'), ('1994', 'DATE'), ('Saturday', 'DATE')]","[('Brian James Turner CBE', 'PERSON'), ('7 May 1946', 'DATE'), ('British', 'NORP'), ('London', 'GPE'), ('BBC2', 'ORG'), ('Ready Steady Cook', 'WORK_OF_ART'), ('1994', 'DATE'), ('Saturday Kitchen', 'WORK_OF_ART')]"
"Roberto Donna is an Italian chef and restaurateur in Washington D.C. Donna was born in Turin, Italy, where he enrolled in culinary school at the age of 13. He came to the United States at the age of 19, working in an Italian restaurant on K Street in Washington, D.C. In 1984, Donna opened Galileo in Dupont Circle, which was an immediate success. The restaurant only seated 50, and in the early days, even Vice-President George H. W. Bush could not secure a last-minute reservation. Donna and his partner Savino Recine opened more casual trattorias, Primi Piatti, and then I Matti, serving pizza and pasta. By the end of the 1990s, Donna's empire grew to 12 restaurants, including Il Radicchio, Pesce, and Barolo. In 1999, he expanded Galileo into a neighboring space and opened a restaurant-within-a-restaurant, Il Laboratorio del Galileo, serving multi-course meals in a small (25-30 seats) dining room, with a glass-walled ""showcase"" kitchen. Donna published a cookbook, Cooking in Piedmont, in 1996. Donna won the 1996 James Beard Foundation Award for Best Chef: Mid-Atlantic. The next year, Galileo was named one of the ""10 Best Italian Restaurants in America"" by Wine Spectator. The Restaurant Association of Metropolitan Washington recognized Donna as the ""Chef of the Year"" in 1990, and the ""Restaurateur of the Year"" in 1995. Donna was invited to Rome in 1996 to receive the Insegna del Ristorante Italiano, awarded by the Italian Government in recognition of serving the best authentic Italian food outside Italy. In 2005, Donna competed on Iron Chef America, losing to Masaharu Morimoto after failing to plate a sufficient number of dishes. He requested a rematch and bested Morimoto in 2006. In 2004, Donna's company declared bankruptcy and his restaurants began to close; Galileo closed in 2006, and he had no restaurants to his name when Bebo Trattoria closed in 2009. Donna was prosecuted for failing to pay taxes at Bebo, and in 2010, Donna pled guilty to felony embezzlement, receiving a five-year suspended sentence on condition of probation, good behavior, and restitution. Donna and his business partners still faced several civil lawsuits when he returned to the kitchen with the opening of Galileo III in October 2010. The restaurant closed abruptly after less than one year. In 2012, Donna opened Al Dente in Embassy Row, and Esquire magazine named him its ""Chef of the Year."" In February 2013, a four-seat counter, Roberto's 4, opened within Al Dente. At the end of 2013, Donna opened a second restaurant, Alba Osteria, in Mount Vernon Triangle. Alba Osteria closed in 2019, citing rent disagreements with its landlord. In February, 2022, Roberto’s opened in Vienna, Virginia, with Donna as chef, doing what he does best. The restaurant is solely owned by Donna’s wife, Nancy Sabbagh.",Chefs,"[('Joshua Kutryk', 'PERSON'), ('March 21, 1982', 'DATE'), ('Canadian', 'NORP'), ('the Canadian Space Agency', 'ORG'), ('CSA', 'ORG'), ('one', 'CARDINAL'), ('two', 'CARDINAL'), ('2017', 'DATE'), ('CSA Group', 'ORG'), ('Jenni Sidey', 'ORG')]","[('Joshua Kutryk', 'PERSON'), ('March 21 , 1982', 'DATE'), ('Canadian', 'NORP'), ('the Canadian Space Agency', 'ORG'), ('CSA', 'ORG'), ('one', 'CARDINAL'), ('two', 'CARDINAL'), ('2017', 'DATE'), ('CSA Group', 'ORG'), ('Jenni Sidey', 'PERSON')]"
"Rochelle Adonis is a Canadian Australian pastry chef, restaurateur, and television personality. She appeared as a celebrity judge on the first two seasons of The Great Canadian Baking Show alongside French-born Canadian chef Bruno Feldeisen.",Chefs,"[('Jordi Roca i Fontané', 'PERSON'), ('1978', 'DATE'), ('Girona', 'GPE'), ('Catalonia', 'GPE'), ('Spain', 'GPE'), ('El Celler de Can Roca', 'ORG'), ('2014', 'DATE'), (""World's Best Pastry Chef"", 'WORK_OF_ART'), ('Restaurant', 'ORG'), ('April 2018', 'DATE'), (""Chef's Table: Pastry"", 'ORG'), ('Jordi', 'PERSON'), ('Netflix', 'GPE')]","[('Jordi Roca', 'PERSON'), ('Fontané', 'PERSON'), ('1978', 'DATE'), ('Girona', 'GPE'), ('Catalonia', 'GPE'), ('Spain', 'GPE'), ('El Celler de Can Roca', 'ORG'), ('2014', 'DATE'), ('World \'s Best Pastry Chef ""', 'WORK_OF_ART'), ('Restaurant', 'ORG'), ('April 2018', 'DATE'), (""Chef 's Table : Pastry"", 'WORK_OF_ART'), ('Jordi', 'PERSON'), ('Netflix', 'ORG')]"
"Rahman ""Rock"" Harper (born December 17, 1976) is an American chef, television personality and restaurateur who won in the third season of the Gordon Ramsay-presented reality television show Hell's Kitchen.",Chefs,"[('Samuel Thornton Durrance', 'PERSON'), ('Ph.D.', 'WORK_OF_ART'), ('September 17, 1943', 'DATE'), ('American', 'NORP'), ('two', 'CARDINAL'), ('NASA', 'ORG')]","[('Samuel Thornton Durrance', 'PERSON'), ('Ph.D.', 'WORK_OF_ART'), ('September 17 , 1943', 'DATE'), ('American', 'NORP'), ('two', 'CARDINAL'), ('NASA', 'ORG'), ('Space Shuttle', 'PRODUCT')]"
"Roger Vergé (French pronunciation: ​[ʁɔʒe vɛʁʒe], 7 April 1930 – 5 June 2015) was a French chef and restaurateur. He is considered one of the greatest chefs of his time. The Gault Millau described him as ""the very incarnation of the great French chef for foreigners"".",Chefs,"[('Beau MacMillan', 'PERSON'), ('American', 'NORP'), ('Sanctuary', 'GPE'), ('Camelback Mountain', 'LOC'), ('Arizona', 'GPE'), ('BeauMac', 'ORG')]","[('Beau MacMillan', 'PERSON'), ('American', 'NORP'), ('Sanctuary', 'ORG'), ('Camelback Mountain', 'LOC'), ('Arizona', 'GPE'), ('BeauMac', 'WORK_OF_ART')]"
"Rokusaburo Michiba (道場 六三郎, Michiba Rokusaburō, born 3 January 1931) is a Japanese cuisine chef most notable as the first Japanese Iron Chef on the television series Iron Chef. He was on the show from its inception in 1993 until his retirement on his 65th birthday, January 3, 1996. After his retirement as an Iron Chef, he made sporadic appearances on the show, and producers even dedicated a special 1996 tribute episode to him called The Legend of Michiba.",Chefs,"[('Sami Tamimi', 'PERSON'), ('Palestinian', 'NORP'), ('London', 'GPE'), ('six', 'CARDINAL'), ('London', 'GPE'), ('Tamimi', 'PERSON'), ('Ottolenghi', 'ORG'), ('2008', 'DATE'), ('Jerusalem', 'GPE'), ('2012', 'DATE'), ('Falastin', 'ORG'), ('2020', 'DATE')]","[('Sami Tamimi', 'PERSON'), ('Palestinian', 'NORP'), ('London', 'GPE'), ('six', 'CARDINAL'), ('London', 'GPE'), ('Tamimi', 'PERSON'), ('Ottolenghi', 'WORK_OF_ART'), ('2008', 'DATE'), ('Jerusalem', 'GPE'), ('2012', 'DATE'), ('Falastin', 'WORK_OF_ART'), ('2020', 'DATE')]"
"Roland Mesnier (July 8, 1944 – August 26, 2022) was a French-born American pastry chef and culinary writer. His creations during his twenty-five years as Executive Pastry Chef (1979–2004) at the White House earned him the reputation of a creative genius.",Chefs,"[('Paul Joseph Weitz', 'PERSON'), ('July 25, 1932', 'DATE'), ('October 22, 2017', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('three', 'CARDINAL'), ('Skylab', 'PERSON'), ('2', 'CARDINAL'), ('first', 'ORDINAL'), ('Skylab', 'PERSON'), ('STS-6', 'PERSON')]","[('Paul Joseph Weitz', 'PERSON'), ('July 25 , 1932', 'DATE'), ('October 22 , 2017', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('three', 'CARDINAL'), ('Skylab 2', 'PRODUCT'), ('first', 'ORDINAL'), ('Skylab', 'PRODUCT'), ('STS-6', 'ORG'), ('the Space Shuttle Challenger', 'PRODUCT')]"
"French-born chef Roland Passot, owner of La Folie and the more casual, Left Bank Brasseries, was named one of ""the eight wonders of Bay Area dining"" by San Francisco Chronicle lead critic Michael Bauer.",Chefs,"[('Bertram Raoul Bulkin', 'PERSON'), ('July 20, 1929 – March 10, 2012', 'DATE'), ('American', 'NORP'), ('first', 'ORDINAL'), ('United States', 'GPE'), ('the Hubble Space Telescope', 'FAC')]","[('Bertram Raoul Bulkin', 'PERSON'), ('July 20 , 1929', 'DATE'), ('March 10 , 2012', 'DATE'), ('American', 'NORP'), ('first', 'ORDINAL'), ('United States', 'GPE'), ('the Hubble Space Telescope', 'FAC')]"
"Ron Siegel (born 1966) is an American chef who formerly worked in San Francisco. In August 2012, it was announced he was joining San Francisco restaurant, Michael Mina, as executive chef. He had been Chef of the Dining Room at the Ritz-Carlton Hotel, taking over for Chef Sylvain Portray in 2004. Siegel is perhaps best known for his 1998 appearance on Iron Chef, becoming the first ever U.S. citizen to win in Kitchen Stadium. His cooking style is known for blending haute French cuisine with subtle Japanese touches.",Chefs,"[('William Granger', 'PERSON'), ('Australia', 'GPE'), ('London', 'GPE')]","[('William Granger', 'PERSON'), ('Australia', 'GPE'), ('London', 'GPE')]"
"Rosemary Jacqueline Shrager (née Worlledge; born 21 January 1951) is a British chef and TV presenter, best known for being an haute cuisine teacher on the reality television programme Ladette to Lady, and as a judge on Soapstar Superchef. She also made an appearance on the reality TV series I'm A Celebrity... Get Me Out Of Here!. Other television projects have included Kitchen Showdown with Rosemary Shrager, where she weaned unhealthy fast-food families onto nutritious cuisine. Shrager is an accomplished chef and has worked with fellow Soapstar Superchef judge Jean-Christophe Novelli. The daughter (and third child) of John Worlledge, a company executive, and his wife, June Rosemary Twentyman Davis, Shrager was educated at Northwich School of Art and Design and Heatherley School of Fine Art, with the intention of becoming an architect. She is married to Michael Shrager, a barrister, whom she married when she was 21; they have two children. After her marriage, she established a catering company.",Chefs,"[('Hugh Acheson', 'PERSON'), ('November 5, 1971', 'DATE'), ('Canadian', 'NORP'), ('four', 'CARDINAL'), ('Georgia', 'GPE')]","[('Hugh Acheson', 'PERSON'), ('November 5 , 1971', 'DATE'), ('Canadian', 'NORP'), ('four', 'CARDINAL'), ('Georgia', 'GPE'), ('Top Chef', 'WORK_OF_ART'), ('Iron Chef Canada', 'ORG')]"
"Roy Choi (born February 24, 1970) is a Korean-American chef who gained prominence as the creator of the gourmet Korean-Mexican taco truck Kogi. Choi is a chef who is celebrated for ""food that isn't fancy"" and is known as one of the founders of the gourmet food truck movement. In 2019, Choi began presenting a cooking series on Netflix with Jon Favreau titled The Chef Show.",Chefs,"[('Pyotr Ilyich Klimuk', 'PERSON'), ('Belarusian', 'NORP'), ('Пётр Ільіч', 'PERSON'), ('Russian', 'NORP'), ('10 July 1942', 'DATE'), ('Soviet', 'NORP'), ('first', 'ORDINAL'), ('Belarusian', 'NORP'), ('Klimuk', 'GPE'), ('three', 'CARDINAL'), ('Klimuk', 'GPE'), ('the Leninski Komsomol Chernigov High Aviation School', 'ORG'), ('the Soviet Air Force', 'ORG'), ('1964', 'DATE'), ('The following year', 'DATE'), ('first', 'ORDINAL'), ('Soyuz 13', 'PRODUCT'), ('1973', 'DATE'), ('Soyuz 18', 'PRODUCT'), ('1975', 'DATE'), ('1976', 'DATE'), ('Intercosmos', 'ORG'), ('third', 'ORDINAL'), ('Intercosmos', 'ORG'), ('Polish', 'NORP'), ('Mirosław Hermaszewski', 'PERSON'), ('Soyuz', 'PRODUCT'), ('30', 'CARDINAL'), ('1978', 'DATE'), ('1978', 'DATE'), ('the Gagarin Cosmonaut Training Center', 'ORG'), ('1991', 'DATE'), ('2003', 'DATE'), ('Klimuk', 'GPE'), ('the Gagarin Air Force Academy', 'ORG'), ('the Lenin Military-Political Academy', 'FAC'), ('two', 'CARDINAL')]","[('Pyotr Ilyich Klimuk', 'PERSON'), ('Belarusian', 'NORP'), ('Russian', 'NORP'), ('10 July 1942', 'DATE'), ('Soviet', 'NORP'), ('first', 'ORDINAL'), ('Belarusian', 'NORP'), ('Klimuk', 'PERSON'), ('three', 'CARDINAL'), ('Klimuk', 'PERSON'), ('the Leninski Komsomol Chernigov High Aviation School', 'ORG'), ('the Soviet Air Force', 'ORG'), ('1964', 'DATE'), ('The following year', 'DATE'), ('first', 'ORDINAL'), ('Soyuz', 'PRODUCT'), ('13', 'PRODUCT'), ('1973', 'DATE'), ('Salyut 4', 'PRODUCT'), ('Soyuz 18', 'FAC'), ('1975', 'DATE'), ('1976', 'DATE'), ('Intercosmos', 'ORG'), ('third', 'ORDINAL'), ('Intercosmos', 'PRODUCT'), ('Polish', 'NORP'), ('Mirosław Hermaszewski', 'PERSON'), ('Soyuz 30', 'ORG'), ('1978', 'DATE'), ('1978', 'DATE'), ('the Gagarin Cosmonaut Training Center', 'ORG'), ('1991', 'DATE'), ('2003', 'DATE'), ('Klimuk', 'PERSON'), ('the Gagarin Air Force Academy', 'ORG'), ('the Lenin Military - Political Academy', 'ORG'), ('two', 'CARDINAL'), ('Beside the Stars , and Attack on Weightlessness', 'WORK_OF_ART')]"
